"GEO_ID","NAME","B01003_001E","B01003_001EA","B01003_001M","B01003_001MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"8600000US23461","ZCTA5 23461","453","null","282","null",
"8600000US23462","ZCTA5 23462","65906","null","1869","null",
"8600000US23464","ZCTA5 23464","76421","null","1471","null",
"8600000US23480","ZCTA5 23480","380","null","144","null",
"8600000US23486","ZCTA5 23486","23","null","37","null",
"8600000US23487","ZCTA5 23487","5728","null","497","null",
"8600000US23488","ZCTA5 23488","366","null","291","null",
"8600000US23502","ZCTA5 23502","21363","null","1027","null",
"8600000US23503","ZCTA5 23503","31915","null","1019","null",
"8600000US23504","ZCTA5 23504","23330","null","1061","null",
"8600000US23505","ZCTA5 23505","30270","null","1295","null",
"8600000US23507","ZCTA5 23507","6795","null","483","null",
"8600000US23508","ZCTA5 23508","21697","null","1010","null",
"8600000US23509","ZCTA5 23509","13567","null","749","null",
"8600000US23510","ZCTA5 23510","8913","null","625","null",
"8600000US23511","ZCTA5 23511","13773","null","1242","null",
"8600000US23513","ZCTA5 23513","30384","null","1243","null",
"8600000US23517","ZCTA5 23517","4543","null","496","null",
"8600000US23518","ZCTA5 23518","29301","null","1104","null",
"8600000US23523","ZCTA5 23523","7561","null","604","null",
"8600000US23551","ZCTA5 23551","1189","null","200","null",
"8600000US23601","ZCTA5 23601","25005","null","1144","null",
"8600000US23602","ZCTA5 23602","38821","null","1198","null",
"8600000US23603","ZCTA5 23603","3907","null","588","null",
"8600000US23604","ZCTA5 23604","6900","null","714","null",
"8600000US23605","ZCTA5 23605","13801","null","980","null",
"8600000US23606","ZCTA5 23606","28772","null","1087","null",
"8600000US23607","ZCTA5 23607","23067","null","1185","null",
"8600000US23608","ZCTA5 23608","43058","null","1478","null",
"8600000US23651","ZCTA5 23651","479","null","108","null",
"8600000US23661","ZCTA5 23661","12812","null","751","null",
"8600000US23662","ZCTA5 23662","12066","null","39","null",
"8600000US23663","ZCTA5 23663","13528","null","1104","null",
"8600000US23664","ZCTA5 23664","9593","null","749","null",
"8600000US23665","ZCTA5 23665","6363","null","612","null",
"8600000US23666","ZCTA5 23666","52249","null","1373","null",
"8600000US23669","ZCTA5 23669","40996","null","1196","null",
"8600000US23690","ZCTA5 23690","4374","null","524","null",
"8600000US23691","ZCTA5 23691","152","null","66","null",
"8600000US23692","ZCTA5 23692","18273","null","627","null",
"8600000US23693","ZCTA5 23693","24311","null","790","null",
"8600000US23696","ZCTA5 23696","3696","null","285","null",
"8600000US23701","ZCTA5 23701","23951","null","988","null",
"8600000US23702","ZCTA5 23702","11020","null","709","null",
"8600000US23703","ZCTA5 23703","26655","null","676","null",
"8600000US23704","ZCTA5 23704","17592","null","900","null",
"8600000US23707","ZCTA5 23707","14685","null","721","null",
"8600000US23708","ZCTA5 23708","508","null","268","null",
"8600000US23709","ZCTA5 23709","686","null","278","null",
"8600000US23801","ZCTA5 23801","5763","null","479","null",
"8600000US23803","ZCTA5 23803","38187","null","1597","null",
"8600000US23805","ZCTA5 23805","19440","null","903","null",
"8600000US23806","ZCTA5 23806","1640","null","197","null",
"8600000US23821","ZCTA5 23821","2016","null","356","null",
"8600000US23824","ZCTA5 23824","6476","null","385","null",
"8600000US23827","ZCTA5 23827","1491","null","298","null",
"8600000US23828","ZCTA5 23828","333","null","112","null",
"8600000US23829","ZCTA5 23829","2454","null","391","null",
"8600000US23830","ZCTA5 23830","1565","null","419","null",
"8600000US23831","ZCTA5 23831","35964","null","1404","null",
"8600000US23832","ZCTA5 23832","38329","null","1540","null",
"8600000US23833","ZCTA5 23833","2216","null","354","null",
"8600000US23834","ZCTA5 23834","26017","null","1038","null",
"8600000US23836","ZCTA5 23836","13787","null","867","null",
"8600000US23837","ZCTA5 23837","4406","null","481","null",
"8600000US23838","ZCTA5 23838","16666","null","714","null",
"8600000US23839","ZCTA5 23839","936","null","197","null",
"8600000US23840","ZCTA5 23840","2719","null","710","null",
"8600000US23841","ZCTA5 23841","3266","null","614","null",
"8600000US23842","ZCTA5 23842","6458","null","567","null",
"8600000US23843","ZCTA5 23843","417","null","165","null",
"8600000US23844","ZCTA5 23844","612","null","264","null",
"8600000US23845","ZCTA5 23845","519","null","215","null",
"8600000US23846","ZCTA5 23846","852","null","196","null",
"8600000US23847","ZCTA5 23847","15717","null","493","null",
"8600000US23850","ZCTA5 23850","1211","null","389","null",
"8600000US23851","ZCTA5 23851","13437","null","574","null",
"8600000US23856","ZCTA5 23856","907","null","220","null",
"8600000US23857","ZCTA5 23857","687","null","276","null",
"8600000US23860","ZCTA5 23860","30524","null","756","null",
"8600000US23866","ZCTA5 23866","1974","null","347","null",
"8600000US23867","ZCTA5 23867","1930","null","334","null",
"8600000US23868","ZCTA5 23868","6986","null","604","null",
"8600000US23872","ZCTA5 23872","2549","null","425","null",
"8600000US23874","ZCTA5 23874","924","null","137","null",
"8600000US23875","ZCTA5 23875","12313","null","843","null",
"8600000US23876","ZCTA5 23876","267","null","119","null",
"8600000US23878","ZCTA5 23878","989","null","238","null",
"8600000US23879","ZCTA5 23879","512","null","217","null",
"8600000US23881","ZCTA5 23881","2023","null","418","null",
"8600000US23882","ZCTA5 23882","2136","null","409","null",
"8600000US23883","ZCTA5 23883","2065","null","243","null",
"8600000US23884","ZCTA5 23884","38","null","28","null",
"8600000US23885","ZCTA5 23885","2542","null","436","null",
"8600000US23887","ZCTA5 23887","307","null","264","null",
"8600000US23888","ZCTA5 23888","2420","null","233","null",
"8600000US23889","ZCTA5 23889","748","null","298","null",
"8600000US23890","ZCTA5 23890","4396","null","425","null",
"8600000US23891","ZCTA5 23891","2112","null","230","null",
"8600000US23893","ZCTA5 23893","286","null","163","null",
"8600000US23894","ZCTA5 23894","807","null","368","null",
"8600000US23897","ZCTA5 23897","516","null","217","null",
"8600000US23898","ZCTA5 23898","2190","null","394","null",
"8600000US23899","ZCTA5 23899","330","null","80","null",
"8600000US23901","ZCTA5 23901","18397","null","1094","null",
"8600000US23909","ZCTA5 23909","447","null","198","null",
"8600000US23915","ZCTA5 23915","1215","null","328","null",
"8600000US23917","ZCTA5 23917","2778","null","383","null",
"8600000US23919","ZCTA5 23919","2436","null","398","null",
"8600000US23920","ZCTA5 23920","2975","null","532","null",
"8600000US23921","ZCTA5 23921","1297","null","332","null",
"8600000US23922","ZCTA5 23922","4551","null","489","null",
"8600000US23923","ZCTA5 23923","3083","null","460","null",
"8600000US23924","ZCTA5 23924","5625","null","518","null",
"8600000US23927","ZCTA5 23927","4074","null","423","null",
"8600000US23930","ZCTA5 23930","4919","null","513","null",
"8600000US23934","ZCTA5 23934","524","null","268","null",
"8600000US23936","ZCTA5 23936","8215","null","660","null",
"8600000US23937","ZCTA5 23937","1794","null","390","null",
"8600000US23938","ZCTA5 23938","233","null","119","null",
"8600000US23942","ZCTA5 23942","1239","null","407","null",
"8600000US23943","ZCTA5 23943","54","null","57","null",
"8600000US23944","ZCTA5 23944","3096","null","415","null",
"8600000US23947","ZCTA5 23947","3927","null","613","null",
"8600000US23950","ZCTA5 23950","3870","null","592","null",
"8600000US23952","ZCTA5 23952","238","null","159","null",
"8600000US23954","ZCTA5 23954","1663","null","540","null",
"8600000US23958","ZCTA5 23958","3318","null","694","null",
"8600000US23959","ZCTA5 23959","1198","null","270","null",
"8600000US23960","ZCTA5 23960","1541","null","412","null",
"8600000US23962","ZCTA5 23962","830","null","309","null",
"8600000US23963","ZCTA5 23963","88","null","78","null",
"8600000US23964","ZCTA5 23964","1278","null","247","null",
"8600000US23966","ZCTA5 23966","2286","null","614","null",
"8600000US23967","ZCTA5 23967","1137","null","342","null",
"8600000US23968","ZCTA5 23968","604","null","241","null",
"8600000US23970","ZCTA5 23970","8616","null","652","null",
"8600000US23974","ZCTA5 23974","5608","null","557","null",
"8600000US23976","ZCTA5 23976","34","null","28","null",
"8600000US24011","ZCTA5 24011","518","null","87","null",
"8600000US24012","ZCTA5 24012","30220","null","1232","null",
"8600000US24013","ZCTA5 24013","8478","null","722","null",
"8600000US24014","ZCTA5 24014","16605","null","870","null",
"8600000US24015","ZCTA5 24015","14677","null","748","null",
"8600000US24016","ZCTA5 24016","8759","null","884","null",
"8600000US24017","ZCTA5 24017","23699","null","1214","null",
"8600000US24018","ZCTA5 24018","38341","null","904","null",
"8600000US24019","ZCTA5 24019","27722","null","954","null",
"8600000US24020","ZCTA5 24020","632","null","270","null",
"8600000US24053","ZCTA5 24053","2646","null","544","null",
"8600000US24054","ZCTA5 24054","6367","null","789","null",
"8600000US24055","ZCTA5 24055","12402","null","904","null",
"8600000US24058","ZCTA5 24058","242","null","176","null",
"8600000US24059","ZCTA5 24059","853","null","274","null",
"8600000US24060","ZCTA5 24060","55676","null","681","null",
"8600000US24064","ZCTA5 24064","5046","null","601","null",
"8600000US24065","ZCTA5 24065","6098","null","719","null",
"8600000US24066","ZCTA5 24066","5295","null","410","null",
"8600000US24067","ZCTA5 24067","2368","null","489","null",
"8600000US24069","ZCTA5 24069","1644","null","322","null",
"8600000US24070","ZCTA5 24070","1827","null","429","null",
"8600000US24072","ZCTA5 24072","1029","null","339","null",
"8600000US24073","ZCTA5 24073","30710","null","899","null",
"8600000US24076","ZCTA5 24076","1362","null","369","null",
"8600000US24077","ZCTA5 24077","769","null","204","null",
"8600000US24078","ZCTA5 24078","7527","null","842","null",
"8600000US24079","ZCTA5 24079","1817","null","407","null",
"8600000US24082","ZCTA5 24082","650","null","193","null",
"8600000US24083","ZCTA5 24083","2910","null","456","null",
"8600000US24084","ZCTA5 24084","11002","null","500","null",
"8600000US24085","ZCTA5 24085","2139","null","295","null",
"8600000US24086","ZCTA5 24086","113","null","61","null",
"8600000US24087","ZCTA5 24087","3789","null","611","null",
"8600000US24088","ZCTA5 24088","5472","null","765","null",
"8600000US24089","ZCTA5 24089","2440","null","507","null",
"8600000US24090","ZCTA5 24090","5028","null","544","null",
"8600000US24091","ZCTA5 24091","7739","null","814","null",
"8600000US24092","ZCTA5 24092","2445","null","474","null",
"8600000US24093","ZCTA5 24093","101","null","48","null",
"8600000US24095","ZCTA5 24095","4332","null","450","null",
"8600000US24101","ZCTA5 24101","6290","null","522","null",
"8600000US24102","ZCTA5 24102","1552","null","398","null",
"8600000US24104","ZCTA5 24104","3452","null","593","null",
"8600000US24105","ZCTA5 24105","468","null","252","null",
"8600000US24112","ZCTA5 24112","29448","null","962","null",
"8600000US24120","ZCTA5 24120","1477","null","349","null",
"8600000US24121","ZCTA5 24121","11145","null","678","null",
"8600000US24122","ZCTA5 24122","1600","null","323","null",
"8600000US24124","ZCTA5 24124","4785","null","540","null",
"8600000US24127","ZCTA5 24127","3860","null","374","null",
"8600000US24128","ZCTA5 24128","1948","null","299","null",
"8600000US24130","ZCTA5 24130","15","null","25","null",
"8600000US24131","ZCTA5 24131","10","null","24","null",
"8600000US24132","ZCTA5 24132","282","null","183","null",
"8600000US24133","ZCTA5 24133","2258","null","349","null",
"8600000US24134","ZCTA5 24134","5200","null","357","null",
"8600000US24136","ZCTA5 24136","3156","null","353","null",
"8600000US24137","ZCTA5 24137","2530","null","432","null",
"8600000US24138","ZCTA5 24138","1618","null","488","null",
"8600000US24139","ZCTA5 24139","359","null","137","null",
"8600000US24141","ZCTA5 24141","22989","null","895","null",
"8600000US24142","ZCTA5 24142","2745","null","626","null",
"8600000US24147","ZCTA5 24147","1418","null","351","null",
"8600000US24148","ZCTA5 24148","8475","null","626","null",
"8600000US24149","ZCTA5 24149","3401","null","742","null",
"8600000US24150","ZCTA5 24150","820","null","257","null",
"8600000US24151","ZCTA5 24151","20436","null","1167","null",
"8600000US24153","ZCTA5 24153","37849","null","510","null",
"8600000US24161","ZCTA5 24161","505","null","212","null",
"8600000US24162","ZCTA5 24162","2381","null","595","null",
"8600000US24165","ZCTA5 24165","1259","null","298","null",
"8600000US24167","ZCTA5 24167","206","null","136","null",
"8600000US24168","ZCTA5 24168","385","null","292","null",
"8600000US24171","ZCTA5 24171","8327","null","561","null",
"8600000US24174","ZCTA5 24174","2898","null","582","null",
"8600000US24175","ZCTA5 24175","8142","null","648","null",
"8600000US24176","ZCTA5 24176","1257","null","217","null",
"8600000US24179","ZCTA5 24179","18258","null","639","null",
"8600000US24184","ZCTA5 24184","4586","null","851","null",
"8600000US24185","ZCTA5 24185","458","null","179","null",
"8600000US24201","ZCTA5 24201","16252","null","301","null",
"8600000US24202","ZCTA5 24202","11127","null","736","null",
"8600000US24210","ZCTA5 24210","16337","null","774","null",
"8600000US24211","ZCTA5 24211","10032","null","546","null",
"8600000US24216","ZCTA5 24216","2712","null","348","null",
"8600000US24217","ZCTA5 24217","278","null","132","null",
"8600000US24219","ZCTA5 24219","11393","null","605","null",
"8600000US24220","ZCTA5 24220","1049","null","355","null",
"8600000US24221","ZCTA5 24221","596","null","216","null",
"8600000US24224","ZCTA5 24224","5866","null","610","null",
"8600000US24225","ZCTA5 24225","2283","null","528","null",
"8600000US24226","ZCTA5 24226","1154","null","236","null",
"8600000US24228","ZCTA5 24228","6449","null","463","null",
"8600000US24230","ZCTA5 24230","8092","null","710","null",
"8600000US24236","ZCTA5 24236","3092","null","503","null",
"8600000US24237","ZCTA5 24237","865","null","319","null",
"8600000US24239","ZCTA5 24239","241","null","190","null",
"8600000US24243","ZCTA5 24243","1948","null","439","null",
"8600000US24244","ZCTA5 24244","5881","null","553","null",
"8600000US24245","ZCTA5 24245","757","null","215","null",
"8600000US24246","ZCTA5 24246","492","null","338","null",
"8600000US24248","ZCTA5 24248","2465","null","405","null",
"8600000US24250","ZCTA5 24250","1309","null","280","null",
"8600000US24251","ZCTA5 24251","8275","null","516","null",
"8600000US24256","ZCTA5 24256","3471","null","393","null",
"8600000US24258","ZCTA5 24258","1577","null","246","null",
"8600000US24260","ZCTA5 24260","5340","null","559","null",
"8600000US24263","ZCTA5 24263","5875","null","705","null",
"8600000US24265","ZCTA5 24265","707","null","239","null",
"8600000US24266","ZCTA5 24266","8986","null","768","null",
"8600000US24269","ZCTA5 24269","390","null","201","null",
"8600000US24270","ZCTA5 24270","793","null","359","null",
"8600000US24271","ZCTA5 24271","2319","null","370","null",
"8600000US24272","ZCTA5 24272","716","null","235","null",
"8600000US24273","ZCTA5 24273","6072","null","274","null",
"8600000US24277","ZCTA5 24277","6906","null","657","null",
"8600000US24279","ZCTA5 24279","5247","null","405","null",
"8600000US24280","ZCTA5 24280","850","null","256","null",
"8600000US24281","ZCTA5 24281","2483","null","615","null",
"8600000US24282","ZCTA5 24282","865","null","277","null",
"8600000US24283","ZCTA5 24283","2130","null","283","null",
"8600000US24290","ZCTA5 24290","1968","null","321","null",
"8600000US24292","ZCTA5 24292","392","null","106","null",
"8600000US24293","ZCTA5 24293","9575","null","669","null",
"8600000US24301","ZCTA5 24301","14164","null","474","null",
"8600000US24311","ZCTA5 24311","1475","null","227","null",
"8600000US24312","ZCTA5 24312","1678","null","524","null",
"8600000US24313","ZCTA5 24313","917","null","453","null",
"8600000US24314","ZCTA5 24314","1403","null","263","null",
"8600000US24315","ZCTA5 24315","3563","null","351","null",
"8600000US24316","ZCTA5 24316","0","null","12","null",
"8600000US24317","ZCTA5 24317","3903","null","412","null",
"8600000US24318","ZCTA5 24318","599","null","198","null",
"8600000US24319","ZCTA5 24319","7228","null","670","null",
"8600000US24322","ZCTA5 24322","99","null","83","null",
"8600000US24323","ZCTA5 24323","893","null","247","null",
"8600000US24324","ZCTA5 24324","1853","null","531","null",
"8600000US24325","ZCTA5 24325","1020","null","371","null",
"8600000US24326","ZCTA5 24326","1030","null","202","null",
"8600000US24328","ZCTA5 24328","1748","null","494","null",
"8600000US24330","ZCTA5 24330","3078","null","502","null",
"8600000US24333","ZCTA5 24333","17768","null","906","null",
"8600000US24340","ZCTA5 24340","6050","null","570","null",
"8600000US24343","ZCTA5 24343","9597","null","674","null",
"8600000US24347","ZCTA5 24347","1619","null","336","null",
"8600000US24348","ZCTA5 24348","4760","null","630","null",
"8600000US24350","ZCTA5 24350","1179","null","364","null",
"8600000US24351","ZCTA5 24351","447","null","153","null",
"8600000US24352","ZCTA5 24352","839","null","294","null",
"8600000US24354","ZCTA5 24354","13934","null","663","null",
"8600000US24360","ZCTA5 24360","5802","null","658","null",
"8600000US24361","ZCTA5 24361","5795","null","537","null",
"8600000US24363","ZCTA5 24363","1290","null","211","null",
"8600000US24366","ZCTA5 24366","548","null","207","null",
"8600000US24368","ZCTA5 24368","5252","null","500","null",
"8600000US24370","ZCTA5 24370","6821","null","545","null",
"8600000US24374","ZCTA5 24374","791","null","206","null",
"8600000US24375","ZCTA5 24375","1888","null","354","null",
"8600000US24377","ZCTA5 24377","329","null","116","null",
"8600000US24378","ZCTA5 24378","998","null","214","null",
"8600000US24380","ZCTA5 24380","2696","null","434","null",
"8600000US24381","ZCTA5 24381","3826","null","618","null",
"8600000US24382","ZCTA5 24382","13780","null","644","null",
"8600000US24401","ZCTA5 24401","35718","null","929","null",
"8600000US24411","ZCTA5 24411","52","null","82","null",
"8600000US24412","ZCTA5 24412","27","null","43","null",
"8600000US24413","ZCTA5 24413","269","null","121","null",
"8600000US24415","ZCTA5 24415","0","null","12","null",
"8600000US24416","ZCTA5 24416","8756","null","415","null",
"8600000US24421","ZCTA5 24421","4029","null","450","null",
"8600000US24422","ZCTA5 24422","5924","null","323","null",
"8600000US24426","ZCTA5 24426","13451","null","317","null",
"8600000US24430","ZCTA5 24430","3829","null","553","null",
"8600000US24431","ZCTA5 24431","2571","null","553","null",
"8600000US24432","ZCTA5 24432","286","null","129","null",
"8600000US24433","ZCTA5 24433","73","null","46","null",
"8600000US24435","ZCTA5 24435","2028","null","510","null",
"8600000US24437","ZCTA5 24437","705","null","237","null",
"8600000US24439","ZCTA5 24439","1227","null","362","null",
"8600000US24440","ZCTA5 24440","2948","null","654","null",
"8600000US24441","ZCTA5 24441","6190","null","505","null",
"8600000US24442","ZCTA5 24442","123","null","73","null",
"8600000US24445","ZCTA5 24445","2798","null","468","null",
"8600000US24448","ZCTA5 24448","256","null","70","null",
"8600000US24450","ZCTA5 24450","17140","null","800","null",
"8600000US24457","ZCTA5 24457","207","null","117","null",
"8600000US24458","ZCTA5 24458","401","null","102","null",
"8600000US24459","ZCTA5 24459","728","null","357","null",
"8600000US24460","ZCTA5 24460","1182","null","371","null",
"8600000US24464","ZCTA5 24464","168","null","107","null",
"8600000US24465","ZCTA5 24465","1239","null","138","null",
"8600000US24467","ZCTA5 24467","2363","null","488","null",
"8600000US24471","ZCTA5 24471","1791","null","476","null",
"8600000US24472","ZCTA5 24472","1722","null","459","null",
"8600000US24473","ZCTA5 24473","889","null","312","null",
"8600000US24474","ZCTA5 24474","672","null","228","null",
"8600000US24476","ZCTA5 24476","225","null","131","null",
"8600000US24477","ZCTA5 24477","10894","null","755","null",
"8600000US24479","ZCTA5 24479","1539","null","388","null",
"8600000US24482","ZCTA5 24482","5267","null","496","null",
"8600000US24483","ZCTA5 24483","582","null","259","null",
"8600000US24484","ZCTA5 24484","549","null","197","null",
"8600000US24485","ZCTA5 24485","333","null","126","null",
"8600000US24486","ZCTA5 24486","3304","null","479","null",
"8600000US24487","ZCTA5 24487","322","null","192","null",
"8600000US24501","ZCTA5 24501","28036","null","1569","null",
"8600000US24502","ZCTA5 24502","46044","null","1065","null",
"8600000US24503","ZCTA5 24503","19349","null","967","null",
"8600000US24504","ZCTA5 24504","9765","null","1103","null",
"8600000US24517","ZCTA5 24517","4743","null","205","null",
"8600000US24520","ZCTA5 24520","2261","null","497","null",
"8600000US24521","ZCTA5 24521","9830","null","740","null",
"8600000US24522","ZCTA5 24522","9206","null","648","null",
"8600000US24523","ZCTA5 24523","19711","null","897","null",
"8600000US24526","ZCTA5 24526","1264","null","238","null",
"8600000US24527","ZCTA5 24527","2884","null","410","null",
"8600000US24528","ZCTA5 24528","3126","null","398","null",
"8600000US24529","ZCTA5 24529","2050","null","385","null",
"8600000US24530","ZCTA5 24530","932","null","239","null",
"8600000US24531","ZCTA5 24531","8818","null","598","null",
"8600000US24534","ZCTA5 24534","1208","null","381","null",
"8600000US24536","ZCTA5 24536","286","null","209","null",
"8600000US24538","ZCTA5 24538","5591","null","682","null",
"8600000US24539","ZCTA5 24539","80","null","31","null",
"8600000US24540","ZCTA5 24540","31607","null","1006","null",
"8600000US24541","ZCTA5 24541","27114","null","878","null",
"8600000US24549","ZCTA5 24549","3805","null","512","null",
"8600000US24550","ZCTA5 24550","7272","null","617","null",
"8600000US24551","ZCTA5 24551","25625","null","938","null",
"8600000US24553","ZCTA5 24553","1489","null","433","null",
"8600000US24554","ZCTA5 24554","3952","null","441","null",
"8600000US24555","ZCTA5 24555","2245","null","442","null",
"8600000US24556","ZCTA5 24556","3218","null","430","null",
"8600000US24557","ZCTA5 24557","7696","null","593","null",
"8600000US24558","ZCTA5 24558","5813","null","556","null",
"8600000US24562","ZCTA5 24562","526","null","229","null",
"8600000US24563","ZCTA5 24563","5290","null","405","null",
"8600000US24565","ZCTA5 24565","815","null","145","null",
"8600000US24566","ZCTA5 24566","1386","null","341","null",
"8600000US24569","ZCTA5 24569","938","null","396","null",
"8600000US24570","ZCTA5 24570","0","null","12","null",
"8600000US24571","ZCTA5 24571","2310","null","326","null",
"8600000US24572","ZCTA5 24572","16691","null","571","null",
"8600000US24574","ZCTA5 24574","4009","null","514","null",
"8600000US24577","ZCTA5 24577","4720","null","557","null",
"8600000US24578","ZCTA5 24578","926","null","321","null",
"8600000US24579","ZCTA5 24579","1256","null","276","null",
"8600000US24580","ZCTA5 24580","531","null","183","null",
"8600000US24581","ZCTA5 24581","27","null","43","null",
"8600000US24586","ZCTA5 24586","5819","null","810","null",
"8600000US24588","ZCTA5 24588","9936","null","666","null",
"8600000US24589","ZCTA5 24589","3170","null","587","null",
"8600000US24590","ZCTA5 24590","7779","null","773","null",
"8600000US24592","ZCTA5 24592","13342","null","724","null",
"8600000US24593","ZCTA5 24593","2260","null","538","null",
"8600000US24594","ZCTA5 24594","1600","null","461","null",
"8600000US24595","ZCTA5 24595","639","null","168","null",
"8600000US24597","ZCTA5 24597","1151","null","245","null",
"8600000US24598","ZCTA5 24598","1677","null","353","null",
"8600000US24599","ZCTA5 24599","1083","null","357","null",
"8600000US24601","ZCTA5 24601","0","null","12","null",
"8600000US24602","ZCTA5 24602","670","null","319","null",
"8600000US24603","ZCTA5 24603","766","null","260","null",
"8600000US24604","ZCTA5 24604","189","null","135","null",
"8600000US24605","ZCTA5 24605","7870","null","428","null",
"8600000US24606","ZCTA5 24606","209","null","193","null",
"8600000US24607","ZCTA5 24607","254","null","111","null",
"8600000US24609","ZCTA5 24609","7136","null","704","null",
"8600000US24612","ZCTA5 24612","165","null","110","null",
"8600000US24613","ZCTA5 24613","560","null","321","null",
"8600000US24614","ZCTA5 24614","7198","null","687","null",
"8600000US24620","ZCTA5 24620","2932","null","492","null",
"8600000US24622","ZCTA5 24622","839","null","283","null",
"8600000US24628","ZCTA5 24628","250","null","136","null",
"8600000US24630","ZCTA5 24630","7148","null","816","null",
"8600000US24631","ZCTA5 24631","2334","null","412","null",
"8600000US24634","ZCTA5 24634","462","null","148","null",
"8600000US24635","ZCTA5 24635","1420","null","149","null",
"8600000US24637","ZCTA5 24637","3683","null","540","null",
"8600000US24639","ZCTA5 24639","3412","null","435","null",
"8600000US24641","ZCTA5 24641","5489","null","94","null",
"8600000US24646","ZCTA5 24646","642","null","180","null",
"8600000US24649","ZCTA5 24649","2705","null","440","null",
"8600000US24651","ZCTA5 24651","5665","null","632","null",
"8600000US24656","ZCTA5 24656","2906","null","460","null",
"8600000US24657","ZCTA5 24657","381","null","139","null",
"8600000US24701","ZCTA5 24701","19800","null","930","null",
"8600000US24712","ZCTA5 24712","2264","null","497","null",
"8600000US24714","ZCTA5 24714","157","null","77","null",
"8600000US24715","ZCTA5 24715","426","null","120","null",
"8600000US24716","ZCTA5 24716","367","null","197","null",
"8600000US24719","ZCTA5 24719","30","null","43","null",
"8600000US24724","ZCTA5 24724","107","null","128","null",
"8600000US24726","ZCTA5 24726","731","null","272","null",
"8600000US24729","ZCTA5 24729","237","null","158","null",
"8600000US24731","ZCTA5 24731","162","null","105","null",
"8600000US24733","ZCTA5 24733","583","null","236","null",
"8600000US24736","ZCTA5 24736","584","null","218","null",
"8600000US24737","ZCTA5 24737","179","null","165","null",
"8600000US24738","ZCTA5 24738","264","null","178","null",
"8600000US24740","ZCTA5 24740","30073","null","1008","null",
"8600000US24747","ZCTA5 24747","2958","null","768","null",
"8600000US24801","ZCTA5 24801","4051","null","783","null",
"8600000US24808","ZCTA5 24808","518","null","133","null",
"8600000US24811","ZCTA5 24811","678","null","343","null",
"8600000US24813","ZCTA5 24813","155","null","137","null",
"8600000US24815","ZCTA5 24815","723","null","221","null",
"8600000US24816","ZCTA5 24816","139","null","103","null",
"8600000US24817","ZCTA5 24817","876","null","320","null",
"8600000US24818","ZCTA5 24818","1214","null","348","null",
"8600000US24822","ZCTA5 24822","823","null","307","null",
"8600000US24823","ZCTA5 24823","489","null","187","null",
"8600000US24826","ZCTA5 24826","66","null","52","null",
"8600000US24827","ZCTA5 24827","1342","null","356","null",
"8600000US24828","ZCTA5 24828","815","null","189","null",
"8600000US24830","ZCTA5 24830","111","null","46","null",
"8600000US24831","ZCTA5 24831","142","null","78","null",
"8600000US24834","ZCTA5 24834","459","null","260","null",
"8600000US24836","ZCTA5 24836","671","null","206","null",
"8600000US24839","ZCTA5 24839","1559","null","332","null",
"8600000US24843","ZCTA5 24843","72","null","57","null",
"8600000US24844","ZCTA5 24844","1178","null","238","null",
"8600000US24845","ZCTA5 24845","452","null","286","null",
"8600000US24846","ZCTA5 24846","39","null","46","null",
"8600000US24847","ZCTA5 24847","258","null","164","null",
"8600000US24848","ZCTA5 24848","150","null","61","null",
"8600000US24849","ZCTA5 24849","212","null","155","null",
"8600000US24850","ZCTA5 24850","501","null","141","null",
"8600000US24851","ZCTA5 24851","654","null","219","null",
"8600000US24853","ZCTA5 24853","436","null","187","null",
"8600000US24854","ZCTA5 24854","257","null","180","null",
"8600000US24857","ZCTA5 24857","575","null","214","null",
"8600000US24860","ZCTA5 24860","246","null","157","null",
"8600000US24861","ZCTA5 24861","114","null","94","null",
"8600000US24862","ZCTA5 24862","602","null","223","null",
"8600000US24866","ZCTA5 24866","356","null","163","null",
"8600000US24867","ZCTA5 24867","426","null","319","null",
"8600000US24868","ZCTA5 24868","1114","null","248","null",
"8600000US24869","ZCTA5 24869","362","null","174","null",
"8600000US24870","ZCTA5 24870","2711","null","414","null",
"8600000US24871","ZCTA5 24871","201","null","115","null",
"8600000US24872","ZCTA5 24872","583","null","252","null",
"8600000US24873","ZCTA5 24873","622","null","263","null",
"8600000US24874","ZCTA5 24874","3151","null","495","null",
"8600000US24878","ZCTA5 24878","529","null","330","null",
"8600000US24879","ZCTA5 24879","602","null","352","null",
"8600000US24880","ZCTA5 24880","451","null","279","null",
"8600000US24881","ZCTA5 24881","373","null","215","null",
"8600000US24882","ZCTA5 24882","326","null","215","null",
"8600000US24884","ZCTA5 24884","311","null","185","null",
"8600000US24887","ZCTA5 24887","51","null","79","null",
"8600000US24888","ZCTA5 24888","68","null","53","null",
"8600000US24892","ZCTA5 24892","1702","null","542","null",
"8600000US24894","ZCTA5 24894","128","null","99","null",
"8600000US24898","ZCTA5 24898","63","null","99","null",
"8600000US24901","ZCTA5 24901","9506","null","697","null",
"8600000US24910","ZCTA5 24910","5279","null","683","null",
"8600000US24915","ZCTA5 24915","511","null","130","null",
"8600000US24916","ZCTA5 24916","618","null","190","null",
"8600000US24918","ZCTA5 24918","2074","null","416","null",
"8600000US24920","ZCTA5 24920","305","null","121","null",
